Deform_axial_(%),Deform_Vol_(%),Sigma_d_(kPa),Sigma_3_(kPa),Sigma_1_(kPa),Sigma'_1_(kPa),Sigma3'_(kPa),Sigma'_1/Sigma'_3,t,s,s',q,p,p'
11.353263,-2.3931632,176.4,50,226.4,226.4,50,4.53,88.2,138.2,138.2,176.4,108.8,108.8
11.6441151,-2.4357191,175.5,50,225.5,225.5,50,4.51,87.75,137.75,137.75,175.5,108.5,108.5
11.9449967,-2.4726011,173.3,50,223.3,223.3,50,4.47,86.65,136.65,136.65,173.3,107.76666666666667,107.76666666666667
12.2458782,-2.5492015,172.4,50,222.4,222.4,50,4.45,86.2,136.2,136.2,172.4,107.46666666666665,107.46666666666665
12.546759699999999,-2.5860835,171.5,50,221.5,221.5,50,4.43,85.75,135.75,135.75,171.5,107.16666666666667,107.16666666666667
12.847641300000001,-2.6144541,171.1,50,221.1,221.1,50,4.42,85.55,135.55,135.55,171.1,107.03333333333335,107.03333333333335
13.1485228,-2.6995659,169.8,50,219.8,219.8,50,4.4,84.9,134.9,134.9,169.8,106.60000000000001,106.60000000000001
13.449404300000001,-2.6853806000000002,169.3,50,219.3,219.3,50,4.39,84.65,134.65,134.65,169.3,106.43333333333334,106.43333333333334
13.740256500000001,-2.7704923999999997,168.0,50,218.0,218.0,50,4.36,84.0,134.0,134.0,168.0,106.0,106.0
14.041138,-2.798863,167.5,50,217.5,217.5,50,4.35,83.75,133.75,133.75,167.5,105.83333333333333,105.83333333333333
14.3420195,-2.8896487,166.7,50,216.7,216.7,50,4.33,83.35,133.35,133.35,166.7,105.56666666666666,105.56666666666666
14.642901,-2.9180193,165.3,50,215.3,215.3,50,4.31,82.65,132.65,132.65,165.3,105.10000000000001,105.10000000000001
14.943782599999999,-2.9265307000000003,164.5,50,214.5,214.5,50,4.29,82.25,132.25,132.25,164.5,104.83333333333333,104.83333333333333
15.2446641,-2.9605752,163.1,50,213.1,213.1,50,4.26,81.55,131.55,131.55,163.1,104.36666666666667,104.36666666666667
15.545545599999999,-3.0315016999999997,161.4,50,211.4,211.4,50,4.23,80.7,130.7,130.7,161.4,103.8,103.8
15.846427199999999,-3.0740575999999997,160.9,50,210.9,210.9,50,4.22,80.45,130.45,130.45,160.9,103.63333333333333,103.63333333333333
16.1372793,-3.1307988,160.9,50,210.9,210.9,50,4.22,80.45,130.45,130.45,160.9,103.63333333333333,103.63333333333333
16.438160800000002,-3.1251249000000003,160.0,50,210.0,210.0,50,4.2,80.0,130.0,130.0,160.0,103.33333333333333,103.33333333333333
16.739042400000002,-3.2017253,158.7,50,208.7,208.7,50,4.17,79.35,129.35,129.35,158.7,102.89999999999999,102.89999999999999
17.0399239,-3.2102367,157.4,50,207.4,207.4,50,4.15,78.7,128.7,128.7,157.4,102.46666666666665,102.46666666666665
17.3408054,-3.2669779,156.7,50,206.7,206.7,50,4.13,78.35,128.35,128.35,156.7,102.23333333333333,102.23333333333333
17.6416869,-3.3237191,155.2,50,205.2,205.2,50,4.1,77.6,127.6,127.6,155.2,101.73333333333333,101.73333333333333
17.9425685,-3.366275,154.2,50,204.2,204.2,50,4.08,77.1,127.1,127.1,154.2,101.39999999999999,101.39999999999999
18.24345,-3.3804603,153.9,50,203.9,203.9,50,4.08,76.95,126.95,126.95,153.9,101.3,101.3
18.534302099999998,-3.3804603,152.6,50,202.6,202.6,50,4.05,76.3,126.3,126.3,152.6,100.86666666666667,100.86666666666667
18.835183699999998,-3.4797573999999996,152.6,50,202.6,202.6,50,4.05,76.3,126.3,126.3,152.6,100.86666666666667,100.86666666666667
19.1360652,-3.4996165,151.2,50,201.2,201.2,50,4.02,75.6,125.6,125.6,151.2,100.39999999999999,100.39999999999999
19.4369467,-3.5223132999999995,150.4,50,200.4,200.4,50,4.01,75.2,125.2,125.2,150.4,100.13333333333333,100.13333333333333
19.7378283,-3.5421724,150.0,50,200.0,200.0,50,4.0,75.0,125.0,125.0,150.0,100.0,100.0
20.038709800000003,-3.5847283,150.0,50,200.0,200.0,50,4.0,75.0,125.0,125.0,150.0,100.0,100.0
20.339591300000002,-3.6074251000000004,149.0,50,199.0,199.0,50,3.98,74.5,124.5,124.5,149.0,99.66666666666667,99.66666666666667
